_id.dl_date,_id.dl_zn,_id.dl_time,dl_count
52,"E",2,429.0
52,"E",3,372.0
52,"E",4,153.0
52,"E",5,147.0
52,"E",6,75.0
52,"E",7,28.0
52,"E",9,101.0
52,"E",10,57.0
52,"E",11,12.0
52,"E",12,4.0
52,"E",14,3.0
52,"E",20,981.0
53,,0,16.0
53,,1,104.0
53,,2,4.0
53,,3,2.0
53,,4,2.0
53,,6,3.0
53,,19,2.0
53,"A",0,151.0
53,"A",1,1385.0
53,"A",2,426.0
53,"A",3,35.0
53,"A",4,19.0
53,"A",5,11.0
53,"A",6,14.0
53,"A",7,10.0
53,"A",8,1.0
53,"A",9,9.0
53,"A",10,1.0
53,"A",11,1.0
53,"A",13,1.0
53,"A",17,2.0
53,"A",18,1.0
53,"A",19,19.0
53,"B",0,4.0
53,"B",1,1198.0
53,"B",2,1169.0
53,"B",3,164.0
53,"B",4,42.0
53,"B",5,8.0
53,"B",6,6.0
53,"B",7,3.0
53,"B",8,1.0
53,"B",9,2.0
53,"B",19,26.0
53,"C",0,9.0
53,"C",1,3517.0
53,"C",2,2463.0
53,"C",3,952.0
53,"C",4,157.0
53,"C",5,31.0
53,"C",6,2.0
53,"C",7,1.0
53,"C",8,2.0
53,"C",10,14.0
53,"C",11,2.0
53,"C",13,2.0
53,"C",15,2.0
53,"C",19,19.0
53,"D",0,37.0
53,"D",1,1488.0
53,"D",2,4876.0
53,"D",3,3117.0
53,"D",4,1004.0
53,"D",5,392.0
53,"D",6,89.0
53,"D",7,6.0
53,"D",8,45.0
53,"D",9,3.0
53,"D",10,5.0
53,"D",11,10.0
53,"D",13,2.0
53,"D",16,1.0
53,"D",19,395.0
53,"E",0,16.0
53,"E",1,138.0
53,"E",2,69.0
53,"E",3,61.0
53,"E",4,8.0
53,"E",5,10.0
53,"E",6,11.0
53,"E",8,5.0
53,"E",9,15.0
53,"E",10,5.0
53,"E",13,26.0
53,"E",14,5.0
53,"E",15,15.0
53,"E",16,4.0
53,"E",17,1.0
53,"E",18,1.0
53,"E",19,837.0
54,,0,83.0
54,,1,145.0
54,,2,19.0
54,,3,4.0
54,,4,1.0
54,,18,54.0
54,"A",0,354.0
54,"A",1,4325.0
54,"A",2,355.0
54,"A",3,65.0
54,"A",4,23.0
54,"A",5,9.0
54,"A",6,11.0
54,"A",7,14.0
54,"A",8,9.0
54,"A",9,11.0
54,"A",10,5.0
54,"A",18,56.0
54,"B",0,170.0
54,"B",1,2341.0
54,"B",2,2234.0
54,"B",3,540.0
54,"B",4,156.0
54,"B",5,67.0
54,"B",6,2.0
54,"B",7,18.0
54,"B",8,4.0
54,"B",9,3.0
54,"B",10,1.0
54,"B",12,2.0
54,"B",13,1.0
54,"B",14,1.0
54,"B",15,1.0
54,"B",18,51.0
54,"C",0,317.0
54,"C",1,4647.0
54,"C",2,9748.0
54,"C",3,1149.0
54,"C",4,269.0
54,"C",5,114.0
54,"C",6,8.0
54,"C",7,59.0
54,"C",8,6.0
54,"C",9,10.0
54,"C",10,10.0
54,"C",12,4.0
54,"C",14,2.0
54,"C",15,1.0
54,"C",16,2.0
54,"C",17,2.0
54,"C",18,125.0
54,"D",0,549.0
54,"D",1,2742.0
54,"D",2,12287.0
54,"D",3,10090.0
54,"D",4,4004.0
54,"D",5,1259.0
54,"D",6,93.0
54,"D",7,335.0
54,"D",8,86.0
54,"D",9,16.0
54,"D",10,36.0
54,"D",11,4.0
54,"D",12,22.0
54,"D",13,4.0
54,"D",14,14.0
54,"D",15,3.0
54,"D",16,1.0
54,"D",17,1.0
54,"D",18,769.0
54,"E",0,70.0
54,"E",1,342.0
54,"E",2,68.0
54,"E",3,110.0
54,"E",4,60.0
54,"E",5,29.0
54,"E",7,38.0
54,"E",8,81.0
54,"E",9,23.0
54,"E",10,2.0
54,"E",12,53.0
54,"E",13,17.0
54,"E",14,37.0
54,"E",15,3.0
54,"E",16,2.0
54,"E",17,1.0
54,"E",18,1046.0
55,,0,87.0
55,,1,170.0
55,,2,11.0
55,,3,3.0
55,,4,1.0
55,,7,1.0
55,,8,1.0
55,,17,9.0
55," D",3,1.0
55,"A",0,608.0
55,"A",1,5059.0
55,"A",2,525.0
55,"A",3,114.0
55,"A",4,52.0
55,"A",5,26.0
55,"A",6,15.0
55,"A",7,10.0
55,"A",8,11.0
55,"A",9,8.0
55,"A",11,4.0
55,"A",12,4.0
55,"A",15,1.0
55,"A",17,54.0
55,"B",0,221.0
55,"B",1,2802.0
55,"B",2,2072.0
55,"B",3,450.0
55,"B",4,82.0
55,"B",5,5.0
55,"B",6,31.0
55,"B",7,11.0
55,"B",8,4.0
55,"B",11,1.0
55,"B",12,3.0
55,"B",13,4.0
55,"B",17,65.0
55,"C",0,171.0
55,"C",1,5059.0
55,"C",2,9672.0
55,"C",3,1892.0
55,"C",4,340.0
55,"C",5,9.0
55,"C",6,52.0
55,"C",7,22.0
55,"C",8,11.0
55,"C",9,3.0
55,"C",10,1.0
55,"C",11,5.0
55,"C",12,3.0
55,"C",13,10.0
55,"C",14,1.0
55,"C",15,1.0
55,"C",17,145.0
55,"D",0,545.0
55,"D",1,3112.0
55,"D",2,11608.0
55,"D",3,9966.0
55,"D",4,4191.0
55,"D",5,563.0
55,"D",6,2034.0
55,"D",7,273.0
55,"D",8,67.0
55,"D",9,25.0
55,"D",10,2.0
55,"D",11,14.0
55,"D",12,2.0
55,"D",13,13.0
55,"D",14,4.0
55,"D",15,1.0
55,"D",16,3.0
55,"D",17,696.0
55,"E",0,137.0
55,"E",1,169.0
55,"E",2,68.0
55,"E",3,226.0
55,"E",4,157.0
55,"E",5,3.0
55,"E",6,110.0
55,"E",7,93.0
55,"E",8,41.0
55,"E",11,23.0
55,"E",12,10.0
55,"E",13,15.0
55,"E",14,7.0
55,"E",15,1.0
55,"E",17,326.0
56,,0,75.0
56,,1,117.0
56,,2,10.0
56,,3,4.0
56,,16,30.0
56,"A",0,509.0
56,"A",1,3850.0
56,"A",2,366.0
56,"A",3,49.0
56,"A",4,6.0
56,"A",5,4.0
56,"A",6,2.0
56,"A",7,2.0
56,"A",8,3.0
56,"A",10,5.0
56,"A",11,5.0
56,"A",12,3.0
56,"A",13,3.0
56,"A",15,2.0
56,"A",16,27.0
56,"B",0,265.0
56,"B",1,1988.0
56,"B",2,2081.0
56,"B",3,344.0
56,"B",4,39.0
56,"B",5,101.0
56,"B",6,21.0
56,"B",7,19.0
56,"B",8,10.0
56,"B",11,5.0
56,"B",12,3.0
56,"B",14,1.0
56,"B",16,19.0
56,"C",0,414.0
56,"C",1,5517.0
56,"C",2,9814.0
56,"C",3,1383.0
56,"C",4,87.0
56,"C",5,241.0
56,"C",6,26.0
56,"C",7,14.0
56,"C",8,9.0
56,"C",9,1.0
56,"C",10,4.0
56,"C",11,34.0
56,"C",12,32.0
56,"C",13,5.0
56,"C",14,3.0
56,"C",15,4.0
56,"C",16,66.0
56,"D",0,715.0
56,"D",1,2045.0
56,"D",2,10476.0
56,"D",3,8456.0
56,"D",4,933.0
56,"D",5,2215.0
56,"D",6,529.0
56,"D",7,167.0
56,"D",8,62.0
56,"D",9,1.0
56,"D",10,11.0
56,"D",11,4.0
56,"D",12,29.0
56,"D",13,15.0
56,"D",14,5.0
56,"D",15,7.0
56,"D",16,723.0
56,"E",0,12.0
56,"E",1,61.0
56,"E",2,105.0
56,"E",3,196.0
56,"E",4,18.0
56,"E",5,112.0
56,"E",6,97.0
56,"E",7,34.0
56,"E",8,1.0
56,"E",10,43.0
56,"E",11,7.0
56,"E",12,28.0
56,"E",13,8.0
56,"E",15,1.0
56,"E",16,215.0
57,,0,48.0
57,,1,109.0
57,,2,7.0
57,,4,4.0
57,,15,11.0
57," D",4,1.0
57,"A",0,1149.0
57,"A",1,4144.0
57,"A",2,319.0
57,"A",3,33.0
57,"A",4,56.0
57,"A",5,14.0
57,"A",6,34.0
57,"A",7,13.0
57,"A",9,2.0
57,"A",10,1.0
57,"A",11,2.0
57,"A",12,1.0
57,"A",14,1.0
57,"A",15,57.0
57,"B",0,827.0
57,"B",1,2561.0
57,"B",2,2043.0
57,"B",3,160.0
57,"B",4,347.0
57,"B",5,62.0
57,"B",6,52.0
57,"B",7,16.0
57,"B",8,1.0
57,"B",9,8.0
57,"B",10,1.0
57,"B",11,4.0
57,"B",12,3.0
57,"B",13,3.0
57,"B",15,27.0
57,"C",0,235.0
57,"C",1,5158.0
57,"C",2,9251.0
57,"C",3,423.0
57,"C",4,1558.0
57,"C",5,148.0
57,"C",6,51.0
57,"C",7,165.0
57,"C",8,1.0
57,"C",9,18.0
57,"C",10,2.0
57,"C",11,3.0
57,"C",12,1.0
57,"C",13,4.0
57,"C",14,1.0
57,"C",15,114.0
57,"D",0,2091.0
57,"D",1,2504.0
57,"D",2,10916.0
57,"D",3,2914.0
57,"D",4,7291.0
57,"D",5,1793.0
57,"D",6,337.0
57,"D",7,112.0
57,"D",8,9.0
57,"D",9,21.0
57,"D",10,15.0
57,"D",11,37.0
57,"D",12,5.0
57,"D",13,10.0
57,"D",14,6.0
57,"D",15,498.0
57,"E",0,83.0
57,"E",1,49.0
57,"E",2,113.0
57,"E",3,22.0
57,"E",4,224.0
57,"E",5,225.0
57,"E",6,52.0
57,"E",7,2.0
57,"E",9,19.0
57,"E",10,2.0
57,"E",11,14.0
57,"E",12,20.0
57,"E",15,94.0
58,,0,65.0
58,,1,81.0
58,,8,1.0
58,,14,6.0
58,"A",0,573.0
58,"A",1,3306.0
58,"A",2,363.0
58,"A",3,373.0
58,"A",4,86.0
58,"A",5,46.0
58,"A",6,136.0
58,"A",8,13.0
58,"A",9,4.0
58,"A",10,8.0
58,"A",12,4.0
58,"A",13,1.0
58,"A",14,60.0
58,"B",0,271.0
58,"B",1,2716.0
58,"B",2,998.0
58,"B",3,1719.0
58,"B",4,218.0
58,"B",5,121.0
58,"B",6,14.0
58,"B",7,2.0
58,"B",8,10.0
58,"B",10,1.0
58,"B",11,1.0
58,"B",12,1.0
58,"B",14,25.0
58,"C",0,314.0
58,"C",1,4619.0
58,"C",2,3482.0
58,"C",3,7926.0
58,"C",4,504.0
58,"C",5,160.0
58,"C",6,53.0
58,"C",7,15.0
58,"C",8,25.0
58,"C",9,3.0
58,"C",10,9.0
58,"C",11,2.0
58,"C",12,3.0
58,"C",13,2.0
58,"C",14,123.0
58,"D",0,686.0
58,"D",1,2091.0
58,"D",2,3786.0
58,"D",3,14741.0
58,"D",4,5579.0
58,"D",5,1486.0
58,"D",6,465.0
58,"D",7,49.0
58,"D",8,117.0
58,"D",9,17.0
58,"D",10,53.0
58,"D",11,14.0
58,"D",12,8.0
58,"D",13,6.0
58,"D",14,501.0
58,"E",0,4.0
58,"E",1,39.0
58,"E",2,14.0
58,"E",3,355.0
58,"E",4,349.0
58,"E",5,105.0
58,"E",6,2.0
58,"E",8,1.0
58,"E",11,14.0
58,"E",14,50.0
59,,0,54.0
59,,1,81.0
59,,2,147.0
59,,3,4.0
59,,5,2.0
59,,7,2.0
59,,13,14.0
59,"A",0,781.0
59,"A",1,1598.0
59,"A",2,2467.0
59,"A",3,215.0
59,"A",4,52.0
59,"A",5,19.0
59,"A",7,7.0
59,"A",8,2.0
59,"A",9,1.0
59,"A",10,2.0
59,"A",11,1.0
59,"A",13,16.0
59,"B",0,694.0
59,"B",1,950.0
59,"B",2,3075.0
59,"B",3,540.0
59,"B",4,133.0
59,"B",5,129.0
59,"B",6,2.0
59,"B",7,14.0
59,"B",8,7.0
59,"B",9,7.0
59,"B",10,1.0
59,"B",11,2.0
59,"B",13,64.0
59,"C",0,472.0
59,"C",1,887.0
59,"C",2,12677.0
59,"C",3,1236.0
59,"C",4,528.0
59,"C",5,58.0
59,"C",6,35.0
59,"C",7,17.0
59,"C",8,1.0
59,"C",9,6.0
59,"C",10,2.0
59,"C",11,1.0
59,"C",12,1.0
59,"C",13,34.0
59,"D",0,1354.0
59,"D",1,1003.0
59,"D",2,12105.0
59,"D",3,9930.0
59,"D",4,3757.0
59,"D",5,1109.0
59,"D",6,82.0
59,"D",7,236.0
59,"D",8,44.0
59,"D",9,74.0
59,"D",10,16.0
59,"D",11,16.0
59,"D",12,10.0
59,"D",13,560.0
59,"E",0,36.0
59,"E",1,4.0
59,"E",2,191.0
59,"E",3,386.0
59,"E",4,171.0
59,"E",5,13.0
59,"E",7,44.0
59,"E",9,53.0
59,"E",10,52.0
59,"E",13,47.0
60,,0,5.0
60,,1,137.0
60,,2,4.0
60,,3,3.0
60,,6,1.0
60,,12,10.0
60,"A",0,211.0
60,"A",1,1808.0
60,"A",2,191.0
60,"A",3,33.0
60,"A",4,12.0
60,"A",5,1.0
60,"A",6,7.0
60,"A",7,2.0
60,"A",8,1.0
60,"A",10,1.0
60,"A",12,16.0
60,"B",0,110.0
60,"B",1,1918.0
60,"B",2,816.0
60,"B",3,148.0
60,"B",4,31.0
60,"B",6,20.0
60,"B",7,1.0
60,"B",8,1.0
60,"B",12,9.0
60,"C",0,51.0
60,"C",1,4290.0
60,"C",2,3132.0
60,"C",3,518.0
60,"C",4,94.0
60,"C",5,25.0
60,"C",6,25.0
60,"C",7,1.0
60,"C",8,3.0
60,"C",10,1.0
60,"C",12,18.0
60,"D",0,158.0
60,"D",1,2324.0
60,"D",2,6255.0
60,"D",3,3282.0
60,"D",4,1012.0
60,"D",5,26.0
60,"D",6,138.0
60,"D",7,40.0
60,"D",8,74.0
60,"D",9,16.0
60,"D",10,19.0
60,"D",11,7.0
60,"D",12,230.0
60,"E",0,5.0
60,"E",1,16.0
60,"E",2,239.0
60,"E",3,207.0
60,"E",4,12.0
60,"E",6,173.0
60,"E",8,194.0
60,"E",9,72.0
60,"E",12,14.0
61,,0,94.0
61,,1,167.0
61,,2,7.0
61,,3,3.0
61,,5,2.0
61,,7,2.0
61,,11,19.0
61,"A",0,595.0
61,"A",1,4027.0
61,"A",2,377.0
61,"A",3,49.0
61,"A",4,3.0
61,"A",5,6.0
61,"A",6,6.0
61,"A",7,7.0
61,"A",8,3.0
61,"A",9,3.0
61,"A",10,28.0
61,"A",11,54.0
61,"B",0,476.0
61,"B",1,2273.0
61,"B",2,2442.0
61,"B",3,560.0
61,"B",4,7.0
61,"B",5,103.0
61,"B",6,23.0
61,"B",7,14.0
61,"B",8,3.0
61,"B",9,2.0
61,"B",10,10.0
61,"B",11,128.0
61,"C",0,426.0
61,"C",1,4389.0
61,"C",2,9983.0
61,"C",3,1241.0
61,"C",4,532.0
61,"C",5,178.0
61,"C",6,17.0
61,"C",7,57.0
61,"C",8,15.0
61,"C",9,12.0
61,"C",10,16.0
61,"C",11,117.0
61,"D",0,955.0
61,"D",1,2243.0
61,"D",2,10433.0
61,"D",3,10234.0
61,"D",4,881.0
61,"D",5,2594.0
61,"D",6,504.0
61,"D",7,781.0
61,"D",8,128.0
61,"D",9,75.0
61,"D",10,25.0
61,"D",11,1008.0
61,"E",0,19.0
61,"E",1,97.0
61,"E",2,176.0
61,"E",3,102.0
61,"E",4,1.0
61,"E",5,207.0
61,"E",6,5.0
61,"E",7,163.0
61,"E",8,33.0
61,"E",9,1.0
61,"E",11,39.0
62,,0,98.0
62,,1,172.0
62,,2,1.0
62,,4,1.0
62,,6,1.0
62,,10,16.0
62," D",4,1.0
62,"A",0,657.0
62,"A",1,4449.0
62,"A",2,229.0
62,"A",3,22.0
62,"A",4,33.0
62,"A",5,14.0
62,"A",6,22.0
62,"A",8,5.0
62,"A",9,11.0
62,"A",10,178.0
62,"B",0,203.0
62,"B",1,2526.0
62,"B",2,2816.0
62,"B",3,49.0
62,"B",4,438.0
62,"B",5,65.0
62,"B",6,44.0
62,"B",7,18.0
62,"B",8,4.0
62,"B",9,4.0
62,"B",10,50.0
62,"C",0,213.0
62,"C",1,4655.0
62,"C",2,10207.0
62,"C",3,999.0
62,"C",4,1001.0
62,"C",5,43.0
62,"C",6,156.0
62,"C",7,7.0
62,"C",8,8.0
62,"C",9,22.0
62,"C",10,173.0
62,"D",0,720.0
62,"D",1,2593.0
62,"D",2,12749.0
62,"D",3,2365.0
62,"D",4,7807.0
62,"D",5,1578.0
62,"D",6,2354.0
62,"D",7,441.0
62,"D",8,189.0
62,"D",9,99.0
62,"D",10,768.0
62,"E",0,10.0
62,"E",1,38.0
62,"E",2,140.0
62,"E",3,3.0
62,"E",4,497.0
62,"E",5,11.0
62,"E",6,460.0
62,"E",7,69.0
62,"E",8,1.0
62,"E",9,1.0
62,"E",10,35.0
63,,0,81.0
63,,1,128.0
63,,2,8.0
63,,3,4.0
63,,6,1.0
63,,7,1.0
63,,9,36.0
63,"A",0,1074.0
63,"A",1,4147.0
63,"A",2,76.0
63,"A",3,194.0
63,"A",4,29.0
63,"A",5,48.0
63,"A",6,2.0
63,"A",7,3.0
63,"A",8,7.0
63,"A",9,24.0
63,"B",0,177.0
63,"B",1,2247.0
63,"B",2,388.0
63,"B",3,1842.0
63,"B",4,183.0
63,"B",5,171.0
63,"B",6,19.0
63,"B",7,9.0
63,"B",8,11.0
63,"B",9,32.0
63,"C",0,175.0
63,"C",1,4070.0
63,"C",2,3429.0
63,"C",3,6407.0
63,"C",4,234.0
63,"C",5,476.0
63,"C",6,46.0
63,"C",7,10.0
63,"C",8,26.0
63,"C",9,67.0
63,"D",0,690.0
63,"D",1,2191.0
63,"D",2,2980.0
63,"D",3,9523.0
63,"D",4,2720.0
63,"D",5,4709.0
63,"D",6,805.0
63,"D",7,448.0
63,"D",8,86.0
63,"D",9,833.0
63,"E",0,13.0
63,"E",1,22.0
63,"E",3,133.0
63,"E",4,25.0
63,"E",5,408.0
63,"E",6,139.0
63,"E",7,1.0
63,"E",9,35.0
64,,0,82.0
64,,1,46.0
64,,2,70.0
64,,4,1.0
64,,5,9.0
64,,6,1.0
64,,8,27.0
64,"A",0,398.0
64,"A",1,853.0
64,"A",2,3250.0
64,"A",3,160.0
64,"A",4,142.0
64,"A",5,58.0
64,"A",6,20.0
64,"A",7,9.0
64,"A",8,71.0
64,"B",0,238.0
64,"B",1,759.0
64,"B",2,2915.0
64,"B",3,704.0
64,"B",4,671.0
64,"B",5,51.0
64,"B",6,76.0
64,"B",7,46.0
64,"B",8,45.0
64,"C",0,63.0
64,"C",1,1976.0
64,"C",2,10810.0
64,"C",3,858.0
64,"C",4,1736.0
64,"C",5,132.0
64,"C",6,146.0
64,"C",7,24.0
64,"C",8,67.0
64,"D",0,724.0
64,"D",1,646.0
64,"D",2,6125.0
64,"D",3,4708.0
64,"D",4,10350.0
64,"D",5,2689.0
64,"D",6,1276.0
64,"D",7,461.0
64,"D",8,940.0
64,"E",0,15.0
64,"E",2,44.0
64,"E",3,10.0
64,"E",4,714.0
64,"E",5,149.0
64,"E",6,16.0
64,"E",7,5.0
64,"E",8,53.0
65,,0,35.0
65,,1,147.0
65,,2,1.0
65,,3,5.0
65,,7,6.0
65,"A",0,405.0
65,"A",1,918.0
65,"A",2,156.0
65,"A",3,237.0
65,"A",4,33.0
65,"A",5,51.0
65,"A",6,5.0
65,"A",7,27.0
65,"B",0,14.0
65,"B",1,946.0
65,"B",2,135.0
65,"B",3,684.0
65,"B",4,28.0
65,"B",5,9.0
65,"B",6,10.0
65,"B",7,9.0
65,"C",0,41.0
65,"C",1,2807.0
65,"C",2,793.0
65,"C",3,1328.0
65,"C",4,88.0
65,"C",5,52.0
65,"C",6,52.0
65,"C",7,28.0
65,"D",0,115.0
65,"D",1,1077.0
65,"D",2,1008.0
65,"D",3,3460.0
65,"D",4,774.0
65,"D",5,323.0
65,"D",6,136.0
65,"D",7,201.0
65,"E",1,21.0
65,"E",2,3.0
65,"E",3,132.0
65,"E",4,295.0
65,"E",5,13.0
65,"E",7,13.0
66,,0,77.0
66,,1,63.0
66,,2,70.0
66,,3,2.0
66,,6,27.0
66," D",3,1.0
66,"A",0,230.0
66,"A",1,1398.0
66,"A",2,1448.0
66,"A",3,84.0
66,"A",4,85.0
66,"A",5,8.0
66,"A",6,29.0
66,"B",0,85.0
66,"B",1,566.0
66,"B",2,3268.0
66,"B",3,375.0
66,"B",4,141.0
66,"B",5,74.0
66,"B",6,85.0
66,"C",0,130.0
66,"C",1,661.0
66,"C",2,13599.0
66,"C",3,1272.0
66,"C",4,407.0
66,"C",5,225.0
66,"C",6,156.0
66,"D",0,230.0
66,"D",1,275.0
66,"D",2,9028.0
66,"D",3,8880.0
66,"D",4,3834.0
66,"D",5,1424.0
66,"D",6,1108.0
66,"E",0,12.0
66,"E",1,3.0
66,"E",2,130.0
66,"E",3,458.0
66,"E",4,203.0
66,"E",5,32.0
66,"E",6,51.0
67,,0,13.0
67,,1,115.0
67,,5,11.0
67,"A",0,191.0
67,"A",1,3048.0
67,"A",2,272.0
67,"A",3,57.0
67,"A",4,23.0
67,"A",5,30.0
67,"B",0,17.0
67,"B",1,1723.0
67,"B",2,1080.0
67,"B",3,385.0
67,"B",4,95.0
67,"B",5,166.0
67,"C",1,3824.0
67,"C",2,3850.0
67,"C",3,705.0
67,"C",4,185.0
67,"C",5,88.0
67,"D",0,244.0
67,"D",1,2057.0
67,"D",2,5885.0
67,"D",3,4045.0
67,"D",4,1367.0
67,"D",5,1059.0
67,"E",0,3.0
67,"E",1,18.0
67,"E",2,277.0
67,"E",3,627.0
67,"E",4,57.0
67,"E",5,79.0
68,,0,84.0
68,,1,134.0
68,,2,8.0
68,,3,2.0
68,,4,136.0
68,"A",0,638.0
68,"A",1,3427.0
68,"A",2,541.0
68,"A",3,88.0
68,"A",4,121.0
68,"B",0,300.0
68,"B",1,1999.0
68,"B",2,2851.0
68,"B",3,683.0
68,"B",4,372.0
68,"C",0,1139.0
68,"C",1,5080.0
68,"C",2,11854.0
68,"C",3,1896.0
68,"C",4,746.0
68,"D",0,751.0
68,"D",1,2057.0
68,"D",2,12084.0
68,"D",3,10235.0
68,"D",4,6883.0
68,"E",0,35.0
68,"E",1,69.0
68,"E",2,379.0
68,"E",3,355.0
68,"E",4,368.0
69,,0,80.0
69,,1,130.0
69,,2,29.0
69,,3,45.0
69,"A",0,1142.0
69,"A",1,3626.0
69,"A",2,458.0
69,"A",3,236.0
69,"B",0,319.0
69,"B",1,2250.0
69,"B",2,2724.0
69,"B",3,1147.0
69,"C",0,318.0
69,"C",1,5636.0
69,"C",2,11149.0
69,"C",3,3648.0
69,"D",0,445.0
69,"D",1,2271.0
69,"D",2,11843.0
69,"D",3,18777.0
69,"E",0,27.0
69,"E",1,16.0
69,"E",2,459.0
69,"E",3,851.0
70,,0,71.0
70,,1,120.0
70,,2,65.0
70,"A",0,1695.0
70,"A",1,3526.0
70,"A",2,553.0
70,"B",0,373.0
70,"B",1,2415.0
70,"B",2,3991.0
70,"C",0,385.0
70,"C",1,5593.0
70,"C",2,13270.0
70,"D",0,1068.0
70,"D",1,2904.0
70,"D",2,33549.0
70,"E",0,43.0
70,"E",1,52.0
70,"E",2,2015.0
71,,0,89.0
71,,1,401.0
71,"A",0,1220.0
71,"A",1,3527.0
71,"B",0,312.0
71,"B",1,5394.0
71,"C",0,289.0
71,"C",1,17588.0
71,"D",0,309.0
71,"D",1,30684.0
71,"E",0,26.0
71,"E",1,2585.0
72,,0,34.0
72,"A",0,1549.0
72,"B",0,1204.0
72,"C",0,3204.0
72,"D",0,4262.0
72,"E",0,396.0
